,key,sum(summ),sum(count),total
10136,Anniversary Rings,4393.0,1063,4.132643461900282
10137,Knee & Shin Protection,1777.0,430,4.132558139534884
10138,Rubbers,343.0,83,4.132530120481928
10139,Long-Term Care,343.0,83,4.132530120481928
10140,Coin Collecting,5707.0,1381,4.132512671976828
10141,"Frosting, Icing & Decorations",10261.0,2483,4.132501006846557
10142,East Coast,93699.0,22674,4.132442445091294
10143,Heating & Cooling,218734.0,52931,4.132436568362586
10144,Organic,21096.0,5105,4.1324191968658175
10145,Bars & Wine Cabinets,7773.0,1881,4.1323763955342905
10146,Armed Forces,281.0,68,4.132352941176471
10147,Gravy Boat & Stand Sets,781.0,189,4.132275132275132
10148,Cream & Sugar Sets,4500.0,1089,4.132231404958677
10149,Hi-Tec,15814.0,3827,4.132218447870395
10150,Bluetooth Network Adapters,26603.0,6438,4.132183908045977
10151,Master Cylinders,2971.0,719,4.132127955493742
10152,Shin Guards,7570.0,1832,4.132096069868996
10153,Crackers & Biscuits,219.0,53,4.132075471698113
10154,Abrasive Mounted Points,219.0,53,4.132075471698113
10155,PlayStation,80749.0,19542,4.132074506191792
10156,Callus Stones,4570.0,1106,4.132007233273056
10157,Drum Machines,1033.0,250,4.132
10158,Contact Grills,66425.0,16076,4.131935804926599
10159,Active Shorts,87411.0,21155,4.1319309855826045
10160,Line Spooling Accessories,1942.0,470,4.131914893617021
10161,olsenHaus,376.0,91,4.131868131868132
10162,Revo,1128.0,273,4.131868131868132
10163,Worishofer,1066.0,258,4.131782945736434
10164,Wrist Watches,1787150.0,432543,4.1317279438113665
10165,Petticoats,1475.0,357,4.131652661064426
10166,Game Boy Color,18113.0,4384,4.131614963503649
10167,Lotto,157.0,38,4.131578947368421
10168,Cup Power Brushes,157.0,38,4.131578947368421
10169,Tennessee,471.0,114,4.131578947368421
10170,Artillery Kits,157.0,38,4.131578947368421
10171,Shower Walls & Surrounds,157.0,38,4.131578947368421
10172,Diving Packages,2450.0,593,4.1315345699831365
10173,Art Supplies Storage,4429.0,1072,4.1315298507462686
10174,Blowers,1351.0,327,4.131498470948012
10175,Weaving Loom Accessories,1037.0,251,4.131474103585657
10176,Fenugreek,723.0,175,4.131428571428572
10177,Vitalio Vera,3148.0,762,4.131233595800525
10178,Strength Training Equipment,284615.0,68895,4.131141592278104
10179,Erotica,1719896.0,416326,4.13112801026119
10180,Cleaning Tools,253212.0,61294,4.131105817861455
10181,Fuel Injection,11947.0,2892,4.131051175656985
10182,Closet System Attachments,10943.0,2649,4.130992827482069
10183,Weaving,8580.0,2077,4.130958112662494
10184,Kindle Short Reads,4679305.0,1132754,4.13091015348434
10185,Pasta & Noodles,2842.0,688,4.130813953488372
10186,Wet-Dry Vacuums,28362.0,6866,4.130789397028837
10187,Women's Athletic Watches,28936.0,7005,4.130763740185582
10188,Nicotine Gums & Lozenges,6452.0,1562,4.130601792573623
10189,Utility Racks,4808.0,1164,4.130584192439863
10190,Breath Sprays,1520.0,368,4.130434782608695
10191,Independence Day,95.0,23,4.130434782608695
10192,Junior Drake,190.0,46,4.130434782608695
10193,Sporks,190.0,46,4.130434782608695
10194,Cable Staples,950.0,230,4.130434782608695
10195,Coolers & Accessories,380.0,92,4.130434782608695
10196,Couches,95.0,23,4.130434782608695
10197,Side Panels,95.0,23,4.130434782608695
10198,Tires & Wheels,152470.0,36915,4.1302993363131515
10199,Radiator Caps,2379.0,576,4.130208333333333
10200,High Tech,64807.0,15691,4.130202026639475
10201,Industrial Sealants,4378.0,1060,4.130188679245283
10202,Pastry Stands,2127.0,515,4.1300970873786405
10203,Classical & Early,1429.0,346,4.130057803468208
10204,Bunny Rabbit Central,16293.0,3945,4.130038022813689
10205,Astronomy,9846.0,2384,4.13003355704698
10206,Desktop Barebones,7719.0,1869,4.130016051364366
10207,Cover-Up Sets,826.0,200,4.13
10208,Seed Guards & Catchers,413.0,100,4.13
10209,Luichiny,5687.0,1377,4.129992737835875
10210,Racket Sports,3019.0,731,4.1299589603283176
10211,Drain Strainers,4894.0,1185,4.129957805907173
10212,Baseball Equipment,4386.0,1062,4.129943502824859
10213,Buffing & Polishing Accessories,318.0,77,4.12987012987013
10214,Picnic Baskets,2544.0,616,4.12987012987013
10215,Health Care,2008620.0,486369,4.129827353305823
10216,Paper Towels,28760.0,6964,4.129810453762206
10217,Floor Jacks,6492.0,1572,4.129770992366412
10218,"Caps, Foils & Wraps",2069.0,501,4.129740518962076
10219,Spa Slippers,7863.0,1904,4.129726890756302
10220,Internal Blu-ray Drives,8755.0,2120,4.129716981132075
10221,Food Counters,12290.0,2976,4.129704301075269
10222,Floral Arranging,7801.0,1889,4.129698253043939
10223,Countertop Vanity Mirrors,223.0,54,4.12962962962963
10224,Caliper Brackets,223.0,54,4.12962962962963
10225,Other Diets,72735.0,17613,4.12962016692216
10226,Movie Tie-Ins,20008.0,4845,4.129618163054696
10227,Speedo,39029.0,9451,4.12961591365993
10228,Shower & Bath Accessories,7557.0,1830,4.129508196721312
10229,Treksta,574.0,139,4.129496402877698
10230,Lucky Brand,41270.0,9994,4.129477686611967
10231,Mandolins,3861.0,935,4.129411764705883
10232,Transgender,3927.0,951,4.129337539432177
10233,Splatter Screens,6739.0,1632,4.129289215686274
10234,Digital Music - General,607.0,147,4.129251700680272
10235,Court Equipment,29784.0,7213,4.1292111465409675
10236,Radiation Protection Supplies,863.0,209,4.1291866028708135
10237,Heavy-Duty Staplers,4765.0,1154,4.129116117850953
10238,Finger Pads,2655.0,643,4.129082426127527
10239,Car Seats & Accessories,29783.0,7213,4.129072507971718
10240,Swim,181917.0,44058,4.129034454582595
10241,Tumbling Media,128.0,31,4.129032258064516
10242,Tailors Awl,128.0,31,4.129032258064516
10243,Peanuts,1024.0,248,4.129032258064516
10244,Savanna,128.0,31,4.129032258064516
10245,Tropican,128.0,31,4.129032258064516
10246,Frozen,640.0,155,4.129032258064516
10247,Fixed-mount CB Radios,3712.0,899,4.129032258064516
10248,Stickers & Sticker Machines,22416.0,5429,4.128937189169276
10249,Cutting & Measuring Devices,24914.0,6034,4.128936029168048
10250,Sports,341164.0,82630,4.128815200290451
10251,Cornhole,11350.0,2749,4.128774099672608
10252,Paper Trimmers & Blades,13121.0,3178,4.128697293895532
10253,Latin America,9116.0,2208,4.128623188405797
10254,Header Gaskets,289.0,70,4.128571428571429
10255,Bar & Chain Oil,2056.0,498,4.128514056224899
10256,"Card Files, Holders & Racks",41029.0,9938,4.128496679412357
10257,BIG BUDDHA,8678.0,2102,4.1284490960989535
10258,Microwave Oven Parts & Accessories,14978.0,3628,4.128445424476295
10259,Fruit,4888.0,1184,4.128378378378378
10260,Fabric Decorating Kits,772.0,187,4.128342245989304
10261,L,206445.0,50008,4.128239481682931
10262,Foreign Languages,100840.0,24427,4.128218774307119
10263,Ear Syringes,1771.0,429,4.128205128205129
10264,Lutein,322.0,78,4.128205128205129
10265,Georgia,483.0,117,4.128205128205129
10266,JiMarti,10403.0,2520,4.128174603174603
10267,Dimmer Switches,21689.0,5254,4.128092881614008
10268,Exercise & Fitness,1226235.0,297048,4.12807021087501
10269,Garden Netting,5837.0,1414,4.128005657708628
10270,Magnetic Drill Presses,1420.0,344,4.127906976744186
10271,Maze & Sequential Puzzles,28825.0,6983,4.1278819991407705
10272,Bed Blankets,67213.0,16283,4.1278020020880675
10273,Emergency Light Sticks,388.0,94,4.127659574468085
10274,Graduate School Guides,194.0,47,4.127659574468085
10275,Heater Hose Connectors,194.0,47,4.127659574468085
10276,Mixers,105340.0,25521,4.12758120763293
10277,Criticism & Interpretation,13142.0,3184,4.12751256281407
10278,Parking Brake Components,2687.0,651,4.127496159754224
10279,Ironing Board Covers,13018.0,3154,4.127457197209893
10280,Law,54643.0,13239,4.127426542790241
10281,Push Buttons,9175.0,2223,4.127305443094917
10282,Time,2497.0,605,4.127272727272727
10283,Tuners,25853.0,6264,4.127234993614304
10284,Financial & Business,9220.0,2234,4.127126230975828
10285,Internal Medicine,46954.0,11377,4.12709853212622
10286,Enzo Angiolini,14226.0,3447,4.127067014795474
10287,Pool Balancers,1754.0,425,4.127058823529412
10288,Business Paper Products,13318.0,3227,4.127052990393555
10289,Aerators,9232.0,2237,4.126955744300402
10290,Suits & Sport Coats,52271.0,12666,4.126875098689404
10291,Competition Equipment,553.0,134,4.126865671641791
10292,Wood Chisels,4783.0,1159,4.126833477135461
10293,"DJ, Electronic Music & Karaoke",104824.0,25401,4.126766662729814
10294,Tile & Masonry Saw Accessories,3875.0,939,4.126730564430245
10295,Cutting Boards,66114.0,16021,4.126708694838025
10296,Training Pants,23200.0,5622,4.126645321949484
10297,Pickleball,1597.0,387,4.126614987080103
10298,Welding & Soldering,87157.0,21121,4.12655650774111
10299,Amazon Fashion,342621.0,83030,4.126472359388173
10300,Seasonal,25815.0,6256,4.126438618925831
10301,Senior Travel,1275.0,309,4.12621359223301
10302,Me Too,2583.0,626,4.126198083067092
10303,Art Knives & Blades,4316.0,1046,4.126195028680688
10304,Snow Plow Attachments & Accessories,1308.0,317,4.126182965299685
10305,Clothing,9232686.0,2237644,4.126074567714972
10306,Ecotourism,491.0,119,4.126050420168068
10307,Filing Envelopes,1506.0,365,4.126027397260274
10308,Tourist Destinations & Museums,12572.0,3047,4.126025598949787
10309,Rotary Tool Accessories,25610.0,6207,4.125986789109071
10310,Physical,524.0,127,4.125984251968504
10311,Earth-Based Religions,26563.0,6438,4.125970798384592
10312,Mobile Bases,4947.0,1199,4.125938281901584
10313,L.A.M.B.,1411.0,342,4.125730994152047
10314,David Tate,3350.0,812,4.125615763546798
10315,Thread Sealants,1741.0,422,4.125592417061611
10316,Voltage Regulators,1741.0,422,4.125592417061611
10317,Basketball Equipment,3548.0,860,4.125581395348838
10318,Denture Care,20211.0,4899,4.125535823637477
10319,Liquid Bandages,2137.0,518,4.125482625482626
10320,Gifts,116044.0,28129,4.125422162181379
10321,Solder,5433.0,1317,4.125284738041002
10322,Riding,58814.0,14257,4.125271796310584
10323,Hoses,41298.0,10011,4.125262211567276
10324,Political Economy,2801.0,679,4.12518409425626
10325,Soap Making,9302.0,2255,4.1250554323725055
10326,Asia & Oceania,33.0,8,4.125
10327,Designers,132.0,32,4.125
10328,PC Board Relays,66.0,16,4.125
10329,Pin Hinges,33.0,8,4.125
10330,Sea Kayaking,66.0,16,4.125
10331,Hall Effect Sensors,33.0,8,4.125
10332,Liquor Decanters,792.0,192,4.125
10333,Standing Comfort,99.0,24,4.125
10334,Saint Kitts,33.0,8,4.125
10335,Transmission Filters,1848.0,448,4.125
10336,Ceramics & Glass,33.0,8,4.125
10337,Burs,33.0,8,4.125
10338,MLB Spinners,33.0,8,4.125
10339,High Temperature Caulk,33.0,8,4.125
10340,Welding,66.0,16,4.125
10341,Me In Mind,66.0,16,4.125
10342,Evolv,231.0,56,4.125
10343,Speaker Repair Accessories,132.0,32,4.125
10344,Gasket Removers,66.0,16,4.125
10345,Tropical Medicine,66.0,16,4.125
10346,Art Backpacks,99.0,24,4.125
10347,Flashes,60294.0,14617,4.124923034822467
10348,Farm & Ranch,15159.0,3675,4.124897959183674
10349,Basic Collars,72082.0,17475,4.12486409155937
10350,Baby Phat,2941.0,713,4.124824684431977
10351,Tools & Home Improvement,6683138.0,1620289,4.124658008540452
10352,Fire Pits & Outdoor Fireplaces,21831.0,5293,4.124504061968638
10353,Watches,1920682.0,465676,4.12450287324234
10354,Eye Wash Units,928.0,225,4.124444444444444
10355,Faucet Valves,4013.0,973,4.124357656731758
10356,Germination Trays,2388.0,579,4.124352331606218
10357,International & World Politics,11878.0,2880,4.124305555555556
10358,Gauze,7366.0,1786,4.124300111982083
10359,Strands,9923.0,2406,4.124272651704073
10360,Kids' Helmets,11284.0,2736,4.124269005847953
10361,Contemporary Methods,5444.0,1320,4.124242424242424
10362,Snaps,2392.0,580,4.124137931034483
10363,Aquarium Lights,21045.0,5103,4.124044679600235
10364,Spinning Rods,7283.0,1766,4.12400906002265
10365,Midwest,2594.0,629,4.124006359300477
10366,Spoilers,2594.0,629,4.124006359300477
10367,Microphone Cables,14904.0,3614,4.123962368566685
10368,Indoor Bike Storage,8252.0,2001,4.123938030984508
10369,Vietnam,466.0,113,4.123893805309734
10370,Bow Tie & Cummerbund Sets,400.0,97,4.123711340206185
10371,Lab Weights,400.0,97,4.123711340206185
10372,Cat Flaps,10268.0,2490,4.123694779116466
10373,Power Tool Accessories,560013.0,135806,4.123624876662298
10374,Bread Machines,49937.0,12110,4.123616845582164
10375,Wolf Designs,2037.0,494,4.123481781376518
10376,Hand & Wrist Braces,40162.0,9740,4.123408624229979
10377,Upholstery Cleaners,7253.0,1759,4.123365548607163
10378,Charm Bracelets,10663.0,2586,4.123356535189481
10379,Bathtub & Shower Diverter Valves,1237.0,300,4.123333333333333
10380,CL by Chinese Laundry,5418.0,1314,4.123287671232877
10381,Sinkers,1505.0,365,4.123287671232877
10382,Mixed Drinkware Sets,17845.0,4328,4.12315157116451
10383,Semiconductor Products,14769.0,3582,4.123115577889447
10384,Fire Pits & Accessories,25298.0,6136,4.122881355932203
10385,Dodgeballs,1175.0,285,4.12280701754386
10386,Adhesives & Sealers,22131.0,5368,4.122764530551416
10387,Basic & Life Skills Toys,26501.0,6428,4.122744243932794
10388,Home Entertainment Furniture,128817.0,31246,4.122671701977853
10389,Winter Products,1076.0,261,4.1226053639846745
10390,Professional Development,7198.0,1746,4.122565864833906
10391,Fall Event,17323.0,4202,4.122560685387911
10392,Tap & Die Sets,3735.0,906,4.122516556291391
10393,Tops,109428.0,26544,4.12251356238698
10394,Pigtails & Sockets,3904.0,947,4.122492080253432
10395,Down & Parkas,3199.0,776,4.122422680412371
10396,Tape Measures,19515.0,4734,4.1223067173637515
10397,L-Arginine,7424.0,1801,4.122154358689617
10398,Padded Shorts,540.0,131,4.122137404580153
10399,Sale Price,1249.0,303,4.122112211221122
10400,Clips & Mounts,8912.0,2162,4.122109158186864
10401,Kindle Blogs,32317.0,7840,4.122066326530613
10402,Impact & Dot Matrix Printer Ribbons,6925.0,1680,4.122023809523809
10403,Decking & Fencing,5544.0,1345,4.121933085501858
10404,All Companion Group,643.0,156,4.121794871794871
10405,IDC Electrical Terminals,1253.0,304,4.121710526315789
10406,Activity Centers,28658.0,6953,4.121674097511866
10407,Built-in Cabinetry,1084.0,263,4.1216730038022815
10408,Gifts for the Bridesmaids,10976.0,2663,4.121667292527225
10409,One-Piece Pajamas,3050.0,740,4.121621621621622
10410,Rechargeable,120825.0,29315,4.121610097219853
10411,Digital Cameras,611881.0,148457,4.121604235569896
10412,Paris,1797.0,436,4.121559633027523
10413,Industrial Switches,5766.0,1399,4.121515368120086
10414,Wiper Motor Transmission & Linkage Assemblies,441.0,107,4.121495327102804
10415,Shoe Covers,882.0,214,4.121495327102804
10416,Diagnostics & Screening,41021.0,9953,4.121470913292475
10417,Special Topics,3936.0,955,4.121465968586388
10418,Popcorn,3495.0,848,4.121462264150943
10419,Reading Pillows,4686.0,1137,4.121372031662269
10420,Neem,1121.0,272,4.1213235294117645
10421,Valve Caps,1121.0,272,4.1213235294117645
10422,LED TVs,223906.0,54329,4.1212980176333085
10423,Garlic Presses,22935.0,5565,4.121293800539084
10424,"Cooking, Food & Wine",13765.0,3340,4.12125748502994
10425,Casting Metals,136.0,33,4.121212121212121
10426,Gear Boxes,408.0,99,4.121212121212121
10427,Political Science,32442.0,7872,4.121189024390244
10428,Salad Bowls,2654.0,644,4.12111801242236
10429,Sleep Sets,16369.0,3972,4.121097683786505
10430,Grilling Planks,1055.0,256,4.12109375
10431,Back Up Light Assemblies,783.0,190,4.121052631578947
10432,Harlequin Romance,2349.0,570,4.121052631578947
10433,Ceiling Fans,37946.0,9208,4.120981754995656
10434,Dimensional Measurement,18177.0,4411,4.12083427794151
10435,Printer Transfer Rollers,1912.0,464,4.120689655172414
10436,Cynthia Rowley,239.0,58,4.120689655172414
10437,Foxes & Wolves,8674.0,2105,4.120665083135392
10438,Nesting Dolls,2596.0,630,4.12063492063492
10439,Bathroom Fixtures,316065.0,76703,4.120634134258112
10440,Riveters,2699.0,655,4.120610687022901
10441,"Crimen, Suspenso y Misterio",6185.0,1501,4.120586275816122
10442,Power Door Lock,3214.0,780,4.12051282051282
10443,Sesto Meucci,2258.0,548,4.12043795620438
10444,Rackets,4825.0,1171,4.120409906063194
10445,Capezio,46173.0,11206,4.120381938247368
10446,Furniture Cups,2431.0,590,4.120338983050847
10447,Recreational Footballs,993.0,241,4.1203319502074685
10448,Specialties,15331.0,3721,4.120128997581295
10449,Camera,115165.0,27952,4.12009874069834
10450,Activity Play Centers,15747.0,3822,4.120094191522763
10451,Prague,206.0,50,4.12
10452,Backstops,206.0,50,4.12
10453,American Literature,103.0,25,4.12
10454,Project,103.0,25,4.12
10455,Noni,1512.0,367,4.119891008174387
10456,Bottles,12075.0,2931,4.119754350051177
10457,Disc Storage Wallets,27907.0,6774,4.119722468260998
10458,Fauna,2513.0,610,4.119672131147541
10459,Y-Necklaces,3856.0,936,4.119658119658119
10460,Arts & Crafts Tape,8828.0,2143,4.11945870275315
10461,Compilations,1932.0,469,4.119402985074627
10462,Jewelry-Making Tools,34219.0,8307,4.119296978451908
10463,Tax Law,622.0,151,4.119205298013245
10464,Bushing Kits,1763.0,428,4.119158878504673
10465,Pumps & Filters,114359.0,27763,4.119115369376508
10466,Tub Tea,173.0,42,4.119047619047619
10467,Vehicle Accessories,519.0,126,4.119047619047619
10468,Lens Cleaners,21040.0,5108,4.119028974158184
10469,Makeup,1192592.0,289534,4.119005021862717
10470,Birds,240907.0,58487,4.118983705780772
10471,Film Photography,47413.0,11511,4.118929719398836
10472,Cutoff Wheels,2875.0,698,4.1189111747851
10473,Lock Washers,416.0,101,4.118811881188119
10474,Air Conditioning Tools & Equipment,8777.0,2131,4.118723603941811
10475,L-Carnitine,1388.0,337,4.118694362017804
10476,Cooking Torches,4547.0,1104,4.118659420289855
10477,Desk Calendar Bases,243.0,59,4.11864406779661
10478,Antifungals,20379.0,4948,4.118633791430881
10479,Rack Adapters,1528.0,371,4.118598382749326
10480,Oral Hygiene,457187.0,111006,4.118579175900401
10481,Glove Box Organizers,799.0,194,4.118556701030927
10482,Kelsi Dagger,3509.0,852,4.118544600938967
10483,Silicone Adhesives,4102.0,996,4.118473895582329
10484,Horticulture,1009.0,245,4.118367346938776
10485,Hair Drying Towels,9221.0,2239,4.11835640911121
10486,Antitheft,112015.0,27199,4.118349939336005
10487,Element,2681.0,651,4.118279569892473
10488,Goggles,96326.0,23390,4.118255664814023
10489,Cake Stands & Carriers,23824.0,5785,4.118236819360415
10490,Swivels & Snaps,1672.0,406,4.1182266009852215
10491,Valve Covers,836.0,203,4.1182266009852215
10492,Adhesive Sprays,836.0,203,4.1182266009852215
10493,"Forms, Recordkeeping & Money Handling",118182.0,28698,4.11812669872465
10494,Power Supplies,69884.0,16970,4.118090748379493
10495,Budget,8652.0,2101,4.118039029033794
10496,Kites & Wind Spinners,23427.0,5689,4.117946915099314
10497,Taxation,3352.0,814,4.117936117936118
10498,Brake Wear,873.0,212,4.117924528301887
10499,Filter Housings,943.0,229,4.117903930131004
10500,Planers,8944.0,2172,4.1178637200736645
10501,Baby & Toddler Toys,214753.0,52152,4.117828654701642
10502,"Banners, Streamers & Confetti",8808.0,2139,4.11781206171108
